,Fecha,Tipo Generacion,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total
44,2009,COGENERADOR,4505799.78,4517904.52,4572308.57,4681460.18,4634819.37,4687168.42,4527257.08,4607033.79,4691681.19,4690361.59,4568641.37,4505790.06,4413548.63,4351013.4,4147467.77,4070025.4,4034228.18,4102057.6,4080638.59,4245882.35,4468301.11,4423147.7,4300975.47,4331632.99,106.15914511
45,2009,EOLICA,1707354.0,1576268.38,1469963.69,1372855.7,1333188.8,1341532.57,1419061.24,1684295.85,1901251.0,2067402.36,2322816.83,2687402.38,3269352.9,3661883.11,3921411.46,4056319.32,3997903.24,3668875.36,3116589.99,2651055.96,2360384.32,2185660.0,2046533.62,1888451.95,57.70781403
46,2009,HIDRAULICA,1306972140.46,1240297836.92,1201678104.16,1190655574.52,1246557136.8,1405141808.01,1469375189.13,1574108269.85,1721255802.48,1813072742.77,1895302446.19,1947491965.91,1888925029.34,1848923119.99,1847383496.73,1834322681.61,1810918856.66,1840295036.1,2191557856.41,2296739708.75,2174998715.78,1974846316.65,1684979535.47,1431566661.01,40837.3660317
47,2009,TERMICA,571581064.76,561068127.27,558043285.77,558255629.4,569565466.51,586943406.22,594129133.96,604762277.45,618702207.08,627211812.07,634790614.05,637909163.23,634217861.72,633884272.55,638441691.8,642456137.91,646283616.47,660067520.21,695262563.97,704363149.75,688459072.24,661750830.64,632354281.41,603889625.44,14964.39281188
48,2010,COGENERADOR,9237479.98,9310696.34,9425102.92,9357525.33,9359762.19,9298238.25,9292490.51,9314676.42,9222573.81,9116335.15,9048173.71,9002392.58,9040196.79,9127156.2,9088174.12,9045939.64,9099669.77,9153645.43,9002238.87,9095954.18,9214095.86,9264190.87,9203634.65,9128783.26,220.44912683
49,2010,EOLICA,1077212.96,1009390.0,934797.04,898285.71,843400.33,810617.35,831620.82,910019.78,1021846.3,1136961.94,1342142.04,1734507.0,2207310.36,2551486.39,2800761.29,2958745.25,2884913.25,2668675.46,2281386.78,1952688.21,1694981.43,1503993.67,1327746.41,1186430.14,38.56991991
50,2010,HIDRAULICA,1300913622.01,1231538778.13,1190945067.34,1181028529.81,1241903455.1,1397546711.05,1453244153.0,1559491621.83,1706110333.03,1799299820.95,1880279581.57,1934924806.69,1877468352.21,1841418388.01,1844910756.31,1833101345.17,1814030401.9,1834883059.01,2159855740.76,2261638392.94,2144337663.19,1951861467.7,1681890631.2,1434839947.53,40557.46262644
51,2010,TERMICA,634392843.32,623911437.4,619732149.46,617935050.81,623690397.5,632435668.57,631521805.59,639683305.58,652688284.5,659079766.08,665073835.07,670570696.97,670279346.35,669696671.33,672497530.33,675646225.81,678860124.03,693491837.6,729736816.36,737908582.01,724775645.81,703680085.65,684164861.38,659697024.33,15971.14999184
52,2011,COGENERADOR,13424910.75,13482176.43,13457046.31,13509265.9,13479285.79,13575560.36,13545337.55,13610101.44,13422708.46,13091864.9,12914501.87,12762577.4,12768282.01,12842025.7,12830930.37,12794417.79,12860141.39,13025717.36,12938366.62,13104439.41,13316725.99,13395701.15,13352951.97,13356741.67,316.86177859
53,2011,EOLICA,1066878.74,952354.76,892974.27,832181.35,780961.79,752601.01,755314.11,954026.51,1218346.06,1450758.45,1691976.61,2085629.69,2524003.84,2877382.87,3123188.28,3284756.51,3190758.84,2877130.07,2378795.77,1915655.68,1672800.8,1477323.86,1335796.37,1180348.34,41.27194458
